Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,Location,Origin,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,Total Affected,Insured Damages ('000 US$),Total Damages ('000 US$)
,Natural,Hydrological,Flood,Riverine flood,,"Katihar, Sitamarhi districts (Bihar province), Kinnaur district (Himachal Pradesh province), Bankura, Barddhaman, Birbhum, Haora, Hugli, Maldah, Murshidabad, Nadia, North 24 Parganas, West Midnapore districts (West Bengal province), Pithoragarh, Naini Tal districts (Uttarakhand province), Ahmadabad district (Gujarat province), Andhra Pradesh, Assam, Arunachal Pradesh, Madhya Pradesh, Punjab, Uttar Pradesh, Maharashtra, Rajasthan, Chandigarh, Kerala",Monsoonal rain,300000,Km2,,,,2000,8,2,2000,8,30,867,,22000000,22000000,,43000
,Natural,Hydrological,Flood,Riverine flood,,"Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",Monsoonal rain,12680,Km2,,,,2000,9,18,2000,10,21,884,,24600000,24600000,,691500
,Natural,Hydrological,Landslide,Landslide,,"Moradabad, Bijnor districts (Uttar Pradesh province), Uttarakhand province",,,,,,,2000,6,,2000,6,,43,,,,,
,Natural,Hydrological,Landslide,Landslide,,"Ghatkopar village (Mumbai Suburban district, Maharashtra province)",Heavy rain,,,,,,2000,7,12,2000,7,12,58,38,7000,7038,,
,Natural,Hydrological,Landslide,Landslide,,"Pithoragarh, Naini Tal districts (Uttarakhand province)",,,,,,,2000,8,11,2000,8,11,86,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Andhra Pradesh province,,100,Kph,,,,2000,10,17,2000,10,17,,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,03B,"Nagappattinam, Thanjavur, Sirkali, Papanasam, Tiruvallur, Tiruvarur areas (Cuddalore district, Tamil Nadu province), Andhra Pradesh province",,120,Kph,,,,2000,11,29,2000,11,29,,,30000,30000,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Bihar, Uttar Pradesh, West Bengal provinces",,,Â°C,,,,2000,1,,2000,1,,275,,,,,
,Natural,Biological,Epidemic,Bacterial disease,Cholera,Delhi,,,Vaccinated,,,,2000,5,,2000,5,,,,192,192,,
,Natural,Biological,Epidemic,Bacterial disease,,"Mumbai, Thane districts",,,Vaccinated,,,,2000,7,,2000,7,,27,,79,79,,
,Natural,Biological,Epidemic,Viral disease,,"Gonda, Banda districts (Uttar Pradesh)",,,Vaccinated,,,,2000,5,,2000,5,,84,,1055,1055,,
,Natural,Biological,Epidemic,Viral disease,Japanese encephalitis,Uttar Pradesh,,,Vaccinated,,,,2000,8,,2000,8,,34,,116,116,,
,Natural,Biological,Epidemic,Viral disease,Japanese encephalitis,Andhra Pradesh state,,,Vaccinated,,,,2000,10,12,2000,10,12,14,,64,64,,
,Natural,Biological,Epidemic,Viral disease,,Supaul district (Bihar),,,Vaccinated,,,,2000,10,26,2000,10,26,13,,287,287,,
,Natural,Biological,Epidemic,Viral disease,Japanese Encephalitis,Nawadah district (Bihar),,,Vaccinated,,,,2000,8,31,2000,8,31,19,,58,58,,
,Natural,Biological,Epidemic,,Enteric diseases,West Bengal,,,Vaccinated,,,,2000,10,,2000,10,,51,,,,,
,Natural,Hydrological,Flood,,,North 24 Parganas district (West Bengal province),,309,Km2,,,,2000,10,19,2000,10,19,6,,534035,534035,,
,Natural,Geophysical,Earthquake,Ground movement,,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)",,8,Richter,23.419,70.232,08:46,2001,1,26,2001,1,26,20005,166812,4365000,6321812,100000,2623000
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Uttar Pradesh, Bihar, Punjab provinces",,-22,Â°C,,,,2001,1,,2001,1,,125,,,,,
,Natural,Biological,Epidemic,,Unknown,Siliguri (West Bengal),,,Vaccinated,,,,2001,2,1,2001,2,1,28,,42,42,,
,Natural,Meteorological,Storm,Convective storm,,Uttar Pradesh province,,,Kph,,,,2001,5,24,2001,5,24,21,,,,,
,Natural,Hydrological,Flood,Flash flood,,"Saran, Gopalganj, Purba Champaran, Madhubani districts (Bihar province), Uttar Pradesh province",,,Km2,,,,2001,9,,2001,9,,48,,2800000,2800000,,26000
,Natural,Hydrological,Flood,Riverine flood,,"Silchar city (Cachar district, Assam province), Patharkandi village (Karimganj district, Assam province), West Tripura district (Tripura province)",Moosonal rain,,Km2,,,,2001,6,5,2001,6,22,5,,700000,700000,,
,Natural,Hydrological,Flood,Riverine flood,,"Marshagal, Mahakalpada villages (Kendrapara district, Orissa province), Kakatpur, Astaranga, Kanas, Delanga villages (Puri district, Orissa province), Banki, Kantapada villages (Cuttack district, Orissa province), Balipatna villages (Khordha district, Orissa province), Atharmalik villages (Angul district, Orissa province), Jajpur, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Baleshwar, Bhadrak districts (Orissa province), Dhamtari, Raipur, Mahasamund, Janjgir-Champa, Raigarh districts (Chhattisgarh province)",Monsoonal rain,105100,Km2,,,,2001,7,8,2001,7,10,100,,9670000,9670000,,90000
,Natural,Hydrological,Flood,Riverine flood,,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",Monsoonal rain,4470,Km2,,,,2001,7,4,2001,7,16,86,,40000,40000,,116924
,Natural,Hydrological,Flood,Riverine flood,,"Aurangabad, Bhojpur, Gopalganj, Jehanabad, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Purba Champaran, Rohtas, Saran, Sitamarhi, Siwan, Vaishali districts (Bihar province)",,,Km2,,,,2001,8,,2001,8,,,,400000,400000,,
,Natural,Hydrological,Landslide,Landslide,,Rudra Prayag district (Uttarakhand province),,,,,,,2001,7,16,2001,7,16,27,,,,,
,Natural,Hydrological,Landslide,Landslide,,Chamba district (Himachal Pradesh province),,,,,,,2001,8,14,2001,8,14,16,,,,,
,Natural,Hydrological,Landslide,Landslide,,"Amboori village (Thiruvananthapuram district, Kerala province)",,,,,,,2001,11,9,2001,11,9,55,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,Andhra Pradesh province,,,Kph,,,,2001,10,,2001,10,,78,,25000,27000,,
,Natural,Meteorological,Storm,Tropical cyclone,01A,"Gujarat, Goa, Maharashtra, Kerala provinces",,80,Kph,,,,2001,5,28,2001,5,28,,,,,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Uttar Pradesh, Rajasthan provinces",,,Â°C,,,,2001,12,,2001,12,,48,,,,,
,Natural,Biological,Epidemic,Bacterial disease,,"Mumbai, Thane",,,Vaccinated,,,,2001,6,18,2001,6,18,16,,83,83,,
,Natural,Biological,Epidemic,Bacterial disease,Cholera,Orissa State,floods,,Vaccinated,,,,2001,7,7,2001,8,,33,,34078,34078,,
,Natural,Biological,Epidemic,Parasitic disease,,Orissa state,,,Vaccinated,,,,2001,8,,2001,8,,12,,24686,24686,,
,Natural,Hydrological,Flood,,,"Hosdurg borough (Kanhangad city, Kasaragod district, Kerala province), Vertak Nagar area (Thane district, Maharashtra province), Bhandup area (Mumbai Suburban district, Maharashtra province)",,,Km2,,,,2001,6,,2001,6,,28,4,,4,,
,Natural,Hydrological,Flood,,,Delhi province,,,Km2,,,,2001,8,,2001,8,,10,36,,36,,
,Natural,Hydrological,Flood,,,"Gopalganj, Purba Champaran, Pashchim Champaran, Muzaffarpur, Vaishali, Saran districts (Bihar province)",,550,Km2,,,,2001,8,20,2001,8,20,158,,7000000,7000000,,26000
,Natural,Hydrological,Flood,,,"Saran, Gopalganj districts (Bihar province)",,,Km2,,,,2001,9,7,2001,9,24,146,,,,,103000
,Natural,Geophysical,Earthquake,Ground movement,,Andaman Islands district (Andaman and Nicobar province),,7,Richter,13.036,93.068,04:00,2002,9,13,2002,9,13,2,,,200,,
,Natural,Meteorological,Storm,Convective storm,,Orissa province,,,Kph,,,,2002,4,11,2002,4,11,,200,10000,10200,,
,Natural,Meteorological,Storm,Convective storm,,"Gobalpur area (Hugli district, West Bengal), Kolkata, Jalpaiguri, Darjiling districts (West Bengal province)",,80,Kph,,,,2002,4,27,2002,4,27,11,,,,,
,Natural,Hydrological,Flood,Riverine flood,,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces ",Monssonal rain,276600,Km2,,,,2002,6,21,2002,8,28,549,,42000000,42000000,,30772
,Natural,Hydrological,Flood,Riverine flood,,"Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",Heavy rain,6770,Km2,,,,2002,8,11,2002,8,13,33,50,,50,,20000
,Natural,Hydrological,Flood,Riverine flood,,Balaghat district (Madhya Pradesh province),,,Km2,,,,2002,8,20,2002,8,20,100,,3000,3000,,
,Natural,Hydrological,Flood,Riverine flood,,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",Monssonal rain,79000,Km2,,,,2002,9,3,2002,9,6,22,,5000,5000,,
,Natural,Hydrological,Flood,Riverine flood,,"Kannur, Kasaragod, Kozhikode, Malappuram, Thiruvananthapuram districts (Kerala province)",Monsoonal rain,9750,Km2,,,,2002,10,10,2002,10,16,11,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,,West Bengal province,,,Kph,,,,2002,4,3,2002,4,3,9,50,,5050,,416
,Natural,Meteorological,Storm,Tropical cyclone,,"Baleshwar, Bhadrak, Jagatsinghpur, Kendrapara districts (Orissa province), East Midnapore, North 24 Parganas, South 24 Parganas (West Bengal province)",,60,Kph,,,,2002,11,13,2002,11,13,124,,,,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Bihar, Uttar Pradesh, Himachal Pradesh, Rajasthan, Jharkhand, Jammu and Kashmir, Punjab, Haryana, Delhi provinces",,5,Â°C,,,,2002,12,,2002,12,,900,,,,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,"Madhya Pradesh, Andhra Pradesh, Uttar Pradesh, Delhi, Rajasthan, Punjab, Haryana, Orissa, West Bengal provinces",,50,Â°C,,,,2002,5,10,2002,5,22,1030,,,,,
,Natural,Biological,Epidemic,Parasitic disease,,Assam,,,Vaccinated,,,,2002,5,1,2002,5,1,50,,4950,4950,,
,Natural,Biological,Epidemic,Viral disease,Acute Hepatitis E,Mandi district,,,Vaccinated,,,,2002,3,12,2002,3,12,,,200,200,,
,Natural,Biological,Epidemic,Viral disease,Japanese encephalitis,Assam,,,Vaccinated,,,,2002,8,13,2002,8,13,86,,,,,
,Natural,Biological,Epidemic,Viral disease,Acute respiratory syndrome (SARS),,,,Vaccinated,,,,2003,4,25,2003,5,6,,,3,3,,
,Natural,Climatological,Drought,Drought,,"Uttar Pradesh, Madhya Pradesh, Rajasthan, Punjab, Haryana, Delhi, Karnataka, Kerala, Nagaland, Orissa, Chhattisgarh, Himachal Pradesh, Gujarat, Maharashtra, Andhra Pradesh, Tamil Nadu provinces",Insufficient and erratic monsoon rain,560000,Km2,,,,2002,7,,2002,,,,,300000000,300000000,,910722
,Natural,Hydrological,Flood,,,"Chennai, Coimbatore, Cuddalore districts (Tamil Nadu province",,,Km2,,,,2002,10,1,2002,10,1,20,,200,200,,
,Natural,Biological,Epidemic,,Acute Neurological syndrome,Saharanpur (Uttar Pradesh),,,Vaccinated,,,,2002,9,1,2002,9,1,44,,,,,
,Natural,Meteorological,Storm,,,"Jammu and Kashmir (40424 to 40431), Punjab, Haryana provinces",,,Kph,,,,2003,2,19,2003,2,19,14,4,,4,,
,Natural,Meteorological,Storm,Tropical cyclone,,Gujarat province,,,Kph,,,,2003,2,18,2003,2,18,5,,140,140,,
,Natural,Meteorological,Storm,,,Betul district (Madhya Pradesh province),,,Kph,,,,2003,2,17,2003,2,17,20,,,200,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Krishna, Guntur, West Godavari districts (Andhra Pradesh province)",,100,Kph,,,,2003,12,17,2003,12,17,50,,,40000,,28000
,Natural,Hydrological,Flood,Flash flood,,"Solang village (Kullu district, Himachal Pradesh)",,,Km2,,,,2003,8,7,2003,8,7,43,15,,15,,
,Natural,Meteorological,Storm,Tropical cyclone,,"Chirakhawa, Chirakhawa Topopara, Peepulbari part 1, Peepulbari part 2, Bhurakata, Baliabeel, Bengerbhita, Baushkata areas (Dhuburi district, Assam province)",,100,Kph,,,,2003,4,22,2003,4,22,45,4000,,4600,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,"Andhra Pradesh, Orissa, Tamil Nadu, Vidarbha (=part of Maharashtra), Chhattisgarh, Jharkland, Uttar Pradesh, Rajasthan, Madhya Pradesh, Bihar provinces",,49,Â°C,,,,2003,5,14,2003,6,6,1210,,,,,400000
,Natural,Meteorological,Storm,Convective storm,,"Bankura, Hugli, Haora districts (West Bengal province)",,,Kph,,,,2003,3,12,2003,3,12,30,500,294765,485910,,16000
,Natural,Hydrological,Flood,Flash flood,,Kullu district (Himachal Pradesh province),Torrential rain,,Km2,,,,2003,7,16,2003,7,16,150,30,,30,,
